Time,Node,Type,Destination,Retransmitter,Metric,SeqNumber
+10654257295.0ns,31,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:30,5037,25
+10654613345.0ns,14,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:1b,53,24
+10655319485.0ns,33,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:32,1870,13
+10655713882.0ns,4,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:0f,106,24
+10656774497.0ns,5,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:05,159,24
+10656775860.0ns,41,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:28,2178,16
+10656777511.0ns,28,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:20,6828,29
+10657839238.0ns,50,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:22,526,15
+10658790957.0ns,7,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:06,307,34
+10659694217.0ns,30,Add Reactive,00:00:00:00:00:17,00:00:00:00:00:17,887,9
+10659852391.0ns,43,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:2a,2368,16
+10660754803.0ns,49,Add Reactive,00:00:00:00:00:17,00:00:00:00:00:1f,1018,9
+10660934171.0ns,39,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:08,1194,34
+10662602761.0ns,0,Add Reactive,00:00:00:00:00:32,00:00:00:00:00:1d,844,11
+10663218699.0ns,1,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,1170,7
+10663218699.0ns,1,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:03,57,7
+10663218752.0ns,14,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,1166,7
+10663218752.0ns,14,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:03,1166,7
+10663663844.0ns,28,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:33,731,15
+10663965206.0ns,2,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:02,73,29
+10663965279.0ns,7,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:06,1088,29
+10664874155.0ns,51,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:2f,814,7
+10665640801.0ns,46,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:34,131,12
+10665939933.0ns,2,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:0f,543,35
+10665940014.0ns,39,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:08,1975,29
+10666701492.0ns,56,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:2f,1722,12
+10667001387.0ns,7,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:06,1088,35
+10667002865.0ns,59,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:2c,3330,16
+10668274313.0ns,3,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1b,1280,7
+10668274439.0ns,25,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1b,1281,7
+10668934736.0ns,0,Add Reactive,00:00:00:00:00:36,00:00:00:00:00:1d,832,15
+10669683876.0ns,26,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:04,55,27
+10669996182.0ns,28,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:20,5290,25
+10670745388.0ns,5,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:03,960,29
+10671805855.0ns,7,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:06,360,24
+10671806780.0ns,41,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:28,2166,34
+10671870594.0ns,49,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:39,1777,12
+10672931712.0ns,50,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:22,1987,13
+10673820405.0ns,26,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1a,84,28
+10673820683.0ns,39,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:08,1975,35
+10674141490.0ns,51,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:2f,694,7
+10674882353.0ns,7,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:06,1161,29
+10674883587.0ns,14,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:1b,108,27
+10674948136.0ns,46,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:34,131,13
+10675944767.0ns,5,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:03,1430,35
+10676008827.0ns,56,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:2f,1722,13
+10676010296.0ns,0,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:1d,1843,17
+10677857344.0ns,43,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2a,2356,34
+10677858393.0ns,47,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:3c,3800,16
+10677858976.0ns,14,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1b,137,28
+10678920638.0ns,2,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:0f,651,27
+10678920760.0ns,28,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:33,2192,13
+10678921174.0ns,7,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:06,1631,35
+10678922414.0ns,59,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2c,3318,34
+10679986153.0ns,49,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:39,1777,13
+10680855210.0ns,5,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:03,1538,27
+10681047844.0ns,0,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:1d,1865,16
+10682128834.0ns,0,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:1d,6495,28
+10682886950.0ns,2,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:0f,680,28
+10683211013.0ns,31,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:30,5102,16
+10683479401.0ns,54,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:34,946,7
+10684225983.0ns,51,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:37,108,12
+10684271586.0ns,28,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:20,5355,16
+10684274358.0ns,5,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:03,1567,28
+10685335750.0ns,41,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:28,2947,29
+10686388705.0ns,46,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:34,239,12
+10686416692.0ns,43,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2a,3137,29
+10687449950.0ns,33,Add Reactive,00:00:00:00:00:17,00:00:00:00:00:32,1242,9
+10687497396.0ns,59,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2c,4099,29
+10687498893.0ns,7,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:06,1739,27
+10688561900.0ns,0,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:1d,7018,22
+10689624341.0ns,56,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:2f,1830,12
+10689643633.0ns,7,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:06,1768,28
+10690685491.0ns,33,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:32,2001,12
+10691746182.0ns,50,Add Reactive,00:00:00:00:00:17,00:00:00:00:00:22,1359,9
+10691765578.0ns,41,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:28,2947,35
+10692808258.0ns,49,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:39,1885,12
+10692827176.0ns,47,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:3c,3788,34
+10693887897.0ns,31,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:30,5090,34
+10693888925.0ns,43,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2a,3137,35
+10693890178.0ns,50,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:22,2118,12
+10695862534.0ns,33,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:32,2001,13
+10695884323.0ns,59,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2c,4099,35
+10695884467.0ns,39,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:08,1247,24
+10696946225.0ns,47,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:3c,4569,29
+10698006946.0ns,31,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:30,5871,29
+10698008588.0ns,39,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:08,2048,29
+10698008592.0ns,28,Add Reactive,00:00:00:00:00:17,00:00:00:00:00:33,1564,9
+10699071508.0ns,41,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:28,2219,24
+10700688994.0ns,0,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:1d,7018,23
+10700691101.0ns,39,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:08,2518,35
+10701752859.0ns,47,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:3c,4569,35
+10702814608.0ns,43,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:2a,2409,24
+10703065098.0ns,54,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:34,826,7
+10703851680.0ns,51,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:37,108,13
+10703875971.0ns,41,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:28,3020,29
+10704914093.0ns,50,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:22,2118,13
+10704956454.0ns,43,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:2a,3210,29
+10705975199.0ns,33,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:32,2109,12
+10706017158.0ns,59,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:2c,3371,24
+10707057567.0ns,46,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:34,239,13
+10707079010.0ns,39,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:08,2626,27
+10708118258.0ns,56,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:2f,1830,13
+10708140768.0ns,47,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:3c,3841,24
+10709201489.0ns,31,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:30,5871,35
+10709203131.0ns,39,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:08,2655,28
+10709203135.0ns,28,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:33,2323,12
+10710265758.0ns,49,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:39,1885,13
+10710266051.0ns,41,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:28,3490,35
+10711328866.0ns,0,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:1d,1916,14
+10712390693.0ns,50,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:22,2226,12
+10712432066.0ns,6,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1a,1354,7
+10712432066.0ns,6,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1a,73,7
+10713198542.0ns,25,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:07,1410,30
+10713451264.0ns,28,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:33,2323,13
+10713453210.0ns,31,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:30,5143,24
+10714513783.0ns,28,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:20,5343,34
+10714515469.0ns,43,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2a,3680,35
+10715577916.0ns,0,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1d,7102,26
+10715597699.0ns,26,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1a,1494,30
+10716638999.0ns,28,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:33,2431,12
+10716640839.0ns,59,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:2c,4172,29
+10717704305.0ns,14,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1b,1547,30
+10717722215.0ns,28,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:20,6124,29
+10718782710.0ns,0,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:1d,1916,13
+10718784133.0ns,47,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:3c,4642,29
+10719845638.0ns,59,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2c,4642,35
+10719847263.0ns,2,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:0f,2090,30
+10720375369.0ns,55,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:23,662,7
+10720375369.0ns,55,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:23,662,7
+10720375578.0ns,40,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:23,586,7
+10720375578.0ns,40,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:23,586,7
+10720910683.0ns,31,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:30,5944,29
+10721181875.0ns,34,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:38,887,15
+10721972080.0ns,47,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:3c,5112,35
+10721973105.0ns,41,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:28,3598,27
+10722585316.0ns,34,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:29,887,14
+10723033829.0ns,43,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:2a,3788,27
+10723035454.0ns,28,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:20,6124,35
+10723035634.0ns,5,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:03,2977,30
+10724098997.0ns,0,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:1d,7073,25
+10724405575.0ns,6,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:04,1342,7
+10725160558.0ns,33,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:32,2109,13
+10725161920.0ns,59,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:2c,4750,27
+10726222329.0ns,56,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:23,1017,15
+10726223296.0ns,28,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:20,5396,24
+10726224166.0ns,7,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:06,3178,30
+10727286125.0ns,47,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:3c,5220,27
+10727325919.0ns,49,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:39,1072,15
+10728349657.0ns,3,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:07,53,31
+10728446346.0ns,33,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:32,1296,15
+10729432318.0ns,41,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:28,3627,28
+10729528117.0ns,56,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:23,1017,14
+10730495465.0ns,26,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:04,108,31
+10730590512.0ns,0,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:1d,2803,13
+10731557800.0ns,39,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:08,4065,30
+10731652339.0ns,50,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:22,2226,13
+10732618286.0ns,41,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:28,5037,30
+10732734415.0ns,49,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:39,1072,14
+10733698769.0ns,43,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:2a,3817,28
+10733701645.0ns,14,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1b,161,31
+10734762205.0ns,2,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:0f,704,31
+10734765472.0ns,28,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:20,6197,29
+10735827475.0ns,31,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:30,6414,35
+10736529232.0ns,8,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:07,1489,7
+10736529374.0ns,13,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:07,1468,7
+10736889161.0ns,28,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:33,2431,13
+10737296560.0ns,5,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:03,1591,31
+10737950888.0ns,50,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:22,1413,15
+10738378998.0ns,59,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:2c,4779,28
+10739181516.0ns,57,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:29,694,7
+10739181516.0ns,57,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:29,694,7
+10739440313.0ns,31,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:30,6522,27
+10739441459.0ns,6,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:09,73,29
+10740502503.0ns,33,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:32,1296,14
+10740503647.0ns,7,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:06,1792,31
+10740504438.0ns,40,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:3a,887,14
+10741565153.0ns,34,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:29,1774,14
+10741565606.0ns,47,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:3c,5249,28
+10741566044.0ns,3,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:07,126,29
+10741567123.0ns,28,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:33,1618,15
+10742627784.0ns,0,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:1d,2621,11
+10742629757.0ns,26,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:04,181,29
+10742629926.0ns,43,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:2a,5227,30
+10743691885.0ns,28,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:20,6667,35
+10743692092.0ns,39,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:08,2679,31
+10744753612.0ns,50,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:22,1413,14
+10744754996.0ns,14,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:1b,234,29
+10745815300.0ns,28,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:20,6775,27
+10745815929.0ns,56,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:23,1904,14
+10746877853.0ns,28,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:33,1618,14
+10746877956.0ns,59,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:2c,6189,30
+10746879378.0ns,2,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:0f,777,29
+10747939775.0ns,0,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:1d,2729,11
+10747940704.0ns,5,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:03,1664,29
+10747941310.0ns,41,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:28,3651,31
+10749003133.0ns,7,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:06,1865,29
+10749003739.0ns,31,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:30,6551,28
+10749004771.0ns,6,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:0e,58,18
+10750068112.0ns,49,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:39,1959,14
+10750087960.0ns,43,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:2a,3841,31
+10751168539.0ns,33,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:32,2183,14
+10751169740.0ns,39,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:08,2752,29
+10751171330.0ns,3,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:07,111,18
+10752232665.0ns,0,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:1d,7073,26
+10752233991.0ns,41,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:28,3724,29
+10753295588.0ns,59,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:2c,4803,31
+10753297138.0ns,26,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:04,166,18
+10754357407.0ns,0,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1d,7102,27
+10754419054.0ns,14,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:1b,219,18
+10755419234.0ns,50,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:22,2300,14
+10755539614.0ns,2,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:0f,762,18
+10756520300.0ns,0,Add Reactive,00:00:00:00:00:39,00:00:00:00:00:1d,899,13
+10756640234.0ns,5,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:03,1649,18
+10757581383.0ns,28,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:33,2505,14
+10757958513.0ns,7,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:06,1850,18
+10759019000.0ns,39,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:08,2737,18
+10760099969.0ns,43,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:2a,3914,29
+10761180673.0ns,59,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:2c,4876,29
+10762261267.0ns,47,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:3c,6659,30
+10763361988.0ns,31,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:30,7961,30
+10764424410.0ns,41,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:28,3709,18
+10764572394.0ns,15,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:36,595,7
+10764572394.0ns,15,Add Reactive,00:00:00:00:00:36,00:00:00:00:00:36,69,7
+10764572394.0ns,15,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:36,595,7
+10765319064.0ns,53,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:10,903,15
+10765484893.0ns,43,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:2a,3899,18
+10766439470.0ns,33,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:36,1115,15
+10766605597.0ns,59,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:2c,4861,18
+10767801643.0ns,50,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:22,1232,15
+10767816434.0ns,8,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:02,1348,7
+10767816434.0ns,8,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:02,108,7
+10768862214.0ns,28,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:33,1437,15
+10769923360.0ns,28,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:20,6804,28
+10771003855.0ns,0,Add Reactive,00:00:00:00:00:1f,00:00:00:00:00:1d,975,9
+10771920867.0ns,8,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:02,1278,7
+10772667557.0ns,1,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:09,131,30
+10773539636.0ns,56,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:32,441,7
+10773539636.0ns,56,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:32,441,7
+10773728064.0ns,2,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:02,204,30
+10774286359.0ns,49,Add Reactive,00:00:00:00:00:39,00:00:00:00:00:39,55,14
+10774829887.0ns,1,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:09,131,31
+10775346786.0ns,33,Add Reactive,00:00:00:00:00:39,00:00:00:00:00:32,279,14
+10775891014.0ns,5,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:03,1091,30
+10776598251.0ns,0,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1d,7126,28
+10777387080.0ns,2,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:02,204,31
+10777387091.0ns,7,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:06,1292,30
+10778450378.0ns,28,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:20,8214,30
+10778496642.0ns,34,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:39,502,7
+10778496642.0ns,34,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:39,502,7
+10778496685.0ns,46,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:39,576,7
+10778496685.0ns,46,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:39,576,7
+10779247130.0ns,5,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:03,1091,31
+10779512105.0ns,50,Add Reactive,00:00:00:00:00:39,00:00:00:00:00:22,396,14
+10780328084.0ns,39,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:08,2179,30
+10780572676.0ns,28,Add Reactive,00:00:00:00:00:39,00:00:00:00:00:33,601,14
+10780574422.0ns,56,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:23,130,16
+10781635592.0ns,41,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:28,3151,30
+10781636817.0ns,0,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:1d,689,12
+10782698855.0ns,56,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:2f,1591,14
+10782699071.0ns,47,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:3c,5273,31
+10783759792.0ns,31,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:30,6575,31
+10784820860.0ns,0,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1d,7126,29
+10784822979.0ns,49,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:39,185,16
+10785883406.0ns,33,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:32,409,16
+10785984636.0ns,7,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:06,1292,31
+10786964097.0ns,50,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:22,526,16
+10787753105.0ns,39,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:08,2179,31
+10788084668.0ns,28,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:33,731,16
+10789145814.0ns,28,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:20,6828,31
+10790206309.0ns,0,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:1d,1029,15
+10790208617.0ns,43,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:2a,3341,30
+10791268775.0ns,49,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:39,1646,14
+10791269980.0ns,41,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:28,3151,31
+10792331865.0ns,47,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:3c,5346,29
+10792638239.0ns,51,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:2f,657,7
+10793392586.0ns,31,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:30,6648,29
+10793394756.0ns,33,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:32,1870,14
+10794454676.0ns,59,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:2c,4303,30
+10794477124.0ns,46,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:34,131,14
+10795535270.0ns,47,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:3c,5331,18
+10795597815.0ns,56,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:2f,1722,14
+10796616458.0ns,47,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:3c,4773,30
+10796862897.0ns,49,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:39,1777,14
+10797718207.0ns,43,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:2a,3341,31
+10797924015.0ns,50,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:22,1987,14
+10798985121.0ns,33,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:32,2001,14
+10799116665.0ns,59,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:2c,4303,31
+10800177980.0ns,31,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:30,6633,18
