Time,Node,Type,Destination,Retransmitter,Metric,SeqNumber
+462499649.0ns,47,Add Reactive,00:00:00:00:00:15,00:00:00:00:00:3c,3776,2
+463561904.0ns,45,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:0a,1240,2
+463562016.0ns,28,Add Reactive,00:00:00:00:00:2b,00:00:00:00:00:33,1807,3
+463563198.0ns,53,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:10,887,2
+464624814.0ns,33,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:36,940,2
+464625194.0ns,9,Add Reactive,00:00:00:00:00:19,00:00:00:00:00:08,1935,2
+465687084.0ns,7,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:15,1779,2
+465687631.0ns,0,Add Reactive,00:00:00:00:00:2b,00:00:00:00:00:1d,2694,3
+466749194.0ns,49,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:22,1055,2
+466749810.0ns,31,Add Reactive,00:00:00:00:00:15,00:00:00:00:00:30,3850,2
+466750045.0ns,23,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:13,132,2
+467832750.0ns,45,Add Reactive,00:00:00:00:00:19,00:00:00:00:00:0a,2068,2
+468200075.0ns,46,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:2b,1918,2
+468200075.0ns,46,Add Reactive,00:00:00:00:00:2b,00:00:00:00:00:2b,61,2
+468200075.0ns,46,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:2b,1918,2
+468894315.0ns,9,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:08,2749,2
+468946606.0ns,50,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:32,2040,2
+470008300.0ns,28,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:18,1086,2
+470009321.0ns,59,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:2e,2884,2
+471070534.0ns,42,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:2f,887,3
+471070996.0ns,45,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:0a,2882,2
+472133177.0ns,0,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:1d,1973,2
+473070165.0ns,4,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:06,7259,2
+473070165.0ns,4,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:06,887,2
+473070165.0ns,4,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:06,7259,2
+473070170.0ns,2,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:06,7259,2
+473070170.0ns,2,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:06,887,2
+473070170.0ns,2,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:06,7259,2
+473234724.0ns,50,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:2b,1807,3
+473816790.0ns,5,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:03,887,2
+474355295.0ns,28,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:33,2927,2
+474898020.0ns,5,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:05,899,2
+475416441.0ns,28,Add Reactive,00:00:00:00:00:08,00:00:00:00:00:20,3865,2
+476477583.0ns,28,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:33,2694,3
+477119719.0ns,7,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:06,1024,2
+477807783.0ns,19,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:10,3806,2
+477807783.0ns,19,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:10,138,2
+477807783.0ns,19,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:10,3806,2
+477807987.0ns,12,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:10,4563,2
+477807987.0ns,12,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:10,895,2
+477807987.0ns,12,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:10,4563,2
+478240385.0ns,9,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:08,1994,2
+478804146.0ns,51,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:2f,2805,2
+478804146.0ns,51,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:2f,2805,2
+479301514.0ns,59,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:2e,2134,2
+479590792.0ns,46,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:34,887,3
+480362108.0ns,47,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:3c,3771,2
+480651361.0ns,42,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:2f,1774,3
+481444363.0ns,45,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:0a,2127,2
+481711988.0ns,50,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:2b,2694,3
+482586161.0ns,7,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:06,1036,2
+482772559.0ns,28,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:33,3581,3
+483815764.0ns,14,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:05,8146,2
+483815764.0ns,14,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:05,887,2
+483815764.0ns,14,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:05,8146,2
+483834808.0ns,15,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:0d,136,2
+484603413.0ns,9,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:08,2006,2
+484915478.0ns,53,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:10,1023,2
+485665609.0ns,4,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:0f,887,2
+485977208.0ns,0,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:1d,3814,2
+486786224.0ns,5,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:05,1786,2
+487038654.0ns,28,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:20,2950,2
+488055807.0ns,58,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:19,8146,2
+488055807.0ns,58,Add Reactive,00:00:00:00:00:19,00:00:00:00:00:19,887,2
+488055807.0ns,58,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:19,8146,2
+488099149.0ns,0,Add Reactive,00:00:00:00:00:08,00:00:00:00:00:1d,4752,2
+488842279.0ns,24,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:3b,887,2
+489160995.0ns,33,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:36,1076,2
+489922733.0ns,20,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:19,960,2
+490242526.0ns,0,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:1d,3581,3
+490242853.0ns,15,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:14,114,2
+491240090.0ns,37,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:3b,9033,2
+491240090.0ns,37,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:3b,887,2
+491240090.0ns,37,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:3b,9033,2
+491304312.0ns,49,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:22,1191,2
+491305623.0ns,28,Add Reactive,00:00:00:00:00:15,00:00:00:00:00:20,4757,2
+492387498.0ns,50,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:32,2176,2
+493279234.0ns,7,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:06,1923,2
+493281081.0ns,58,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:26,887,2
+493737829.0ns,54,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:34,2935,2
+493737829.0ns,54,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:34,130,2
+493737829.0ns,54,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:34,2935,2
+494343180.0ns,9,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:08,2893,2
+494486436.0ns,53,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:10,1001,2
+495405070.0ns,7,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:15,1852,2
+495566842.0ns,33,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:36,1054,2
+495568166.0ns,0,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:1d,4468,3
+495569504.0ns,51,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:37,887,3
+496630420.0ns,47,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:3c,3021,2
+496631727.0ns,24,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:3b,1774,2
+496631824.0ns,28,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:33,3063,2
+497693287.0ns,49,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:22,1169,2
+497713120.0ns,20,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:19,1847,2
+498754978.0ns,0,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:1d,3837,2
+498813733.0ns,7,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:15,2739,2
+499817609.0ns,46,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:34,1774,3
+499874399.0ns,9,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:08,2822,2
+500898178.0ns,42,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:2f,2661,3
+500935047.0ns,45,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:0a,2139,2
+501996612.0ns,9,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:08,3709,2
+502018498.0ns,50,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:2b,3581,3
+503079564.0ns,0,Add Reactive,00:00:00:00:00:15,00:00:00:00:00:1d,5644,2
+503226244.0ns,1,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,8146,2
+503226244.0ns,1,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:03,887,2
+503226244.0ns,1,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:03,8146,2
+504012751.0ns,2,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:02,889,2
+504140647.0ns,28,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:33,4468,3
+505133371.0ns,5,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:03,1776,2
+505241142.0ns,0,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:1d,3950,2
+506253838.0ns,7,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:06,1913,2
+506302955.0ns,50,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:32,2154,2
+507374504.0ns,9,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:08,2883,2
+507383526.0ns,28,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:33,3041,2
+508444021.0ns,0,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:1d,5355,3
+508446116.0ns,45,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:0a,3026,2
+509528297.0ns,0,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:1d,3928,2
+510759288.0ns,12,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:14,3901,2
+510759288.0ns,12,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:14,95,2
+510759288.0ns,12,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:14,3901,2
+510759319.0ns,27,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:14,3887,2
+510759319.0ns,27,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:14,81,2
+510759319.0ns,27,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:14,3887,2
+511521828.0ns,39,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:2a,5496,2
+511521828.0ns,39,Add Reactive,00:00:00:00:00:2a,00:00:00:00:00:2a,898,2
+511521828.0ns,39,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:2a,5496,2
+511521898.0ns,35,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:2a,5499,2
+511521898.0ns,35,Add Reactive,00:00:00:00:00:2a,00:00:00:00:00:2a,901,2
+511521898.0ns,35,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:2a,5499,2
+511668787.0ns,19,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:0d,61,3
+512749211.0ns,15,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:14,175,3
+513181266.0ns,41,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:28,887,3
+513182933.0ns,31,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:30,3845,2
+514244625.0ns,59,Add Reactive,00:00:00:00:00:19,00:00:00:00:00:2e,2962,2
+515305219.0ns,47,Add Reactive,00:00:00:00:00:19,00:00:00:00:00:3c,3849,2
+515306716.0ns,41,Add Reactive,00:00:00:00:00:24,00:00:00:00:00:24,887,2
+515307910.0ns,53,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:10,1062,3
+516368316.0ns,33,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:36,1115,3
+516369973.0ns,19,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1c,74,2
+516370219.0ns,28,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:20,4752,2
+517432542.0ns,0,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:1d,5639,2
+517661781.0ns,26,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:0f,9033,2
+517661781.0ns,26,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:0f,887,2
+517661781.0ns,26,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:0f,9033,2
+518448351.0ns,14,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:1b,887,2
+518514721.0ns,31,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:30,3095,2
+518515371.0ns,15,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:14,188,2
+519576830.0ns,49,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:22,1230,3
+519596980.0ns,43,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:2a,1811,3
+520637509.0ns,50,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:32,2215,3
+520680251.0ns,4,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:0f,1774,2
+521699822.0ns,53,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:10,1075,2
+521742680.0ns,43,Add Reactive,00:00:00:00:00:24,00:00:00:00:00:2a,1811,2
+522803384.0ns,59,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:2c,2763,3
+522806068.0ns,33,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:36,1128,2
+523868233.0ns,28,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:20,4002,2
+524617331.0ns,5,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:05,2673,2
+524929375.0ns,28,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:33,3102,3
+525989870.0ns,0,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:1d,4889,2
+525990838.0ns,49,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:22,1243,2
+525992031.0ns,59,Add Reactive,00:00:00:00:00:24,00:00:00:00:00:2c,2763,2
+526027364.0ns,3,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1b,9932,2
+526027364.0ns,3,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:1b,899,2
+526027364.0ns,3,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:1b,9932,2
+526027490.0ns,25,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1b,9920,2
+526027490.0ns,25,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:1b,887,2
+526027490.0ns,25,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:1b,9920,2
+527053850.0ns,0,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:1d,3989,3
+527055520.0ns,26,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1a,901,2
+528155663.0ns,50,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:32,2228,2
+528990132.0ns,7,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:06,2810,2
+528991456.0ns,26,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:04,108,2
+530092550.0ns,14,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1b,1788,2
+531213087.0ns,4,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:0f,2675,2
+531817439.0ns,31,Add Reactive,00:00:00:00:00:19,00:00:00:00:00:30,3923,2
+532274746.0ns,14,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:1b,995,2
+532879125.0ns,28,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:33,3115,2
+533335898.0ns,5,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:05,3574,2
+534397461.0ns,4,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:0f,1882,2
+534832090.0ns,0,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1d,4002,2
+535581607.0ns,5,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:05,2781,2
+535958669.0ns,28,Add Reactive,00:00:00:00:00:19,00:00:00:00:00:20,4830,2
+536951548.0ns,6,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:04,10819,2
+536951548.0ns,6,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:04,887,2
+536951548.0ns,6,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:04,10819,2
+537059164.0ns,0,Add Reactive,00:00:00:00:00:19,00:00:00:00:00:1d,5717,2
+537845925.0ns,6,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1a,10807,2
+537845925.0ns,6,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1a,887,2
+537845925.0ns,6,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:1a,10807,2
+538592441.0ns,3,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:07,887,2
+539692993.0ns,26,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:04,995,2
+540629871.0ns,59,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:21,2043,2
+540629871.0ns,59,Add Reactive,00:00:00:00:00:21,00:00:00:00:00:21,926,2
+540629871.0ns,59,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:21,2043,2
+540629913.0ns,10,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:21,1197,2
+540629913.0ns,10,Add Reactive,00:00:00:00:00:21,00:00:00:00:00:21,80,2
+540629913.0ns,10,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:21,1197,2
+540753563.0ns,14,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1b,1882,2
+541814100.0ns,4,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:0f,2769,2
+541815684.0ns,9,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:08,3780,2
+541816811.0ns,47,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:3c,3650,3
+542878775.0ns,32,Add Reactive,00:00:00:00:00:0b,00:00:00:00:00:0b,136,3
+543941588.0ns,25,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:07,887,3
+543980316.0ns,31,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:30,3724,3
+545003796.0ns,5,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:05,3668,2
+545060889.0ns,28,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:20,4631,3
+546106265.0ns,26,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1a,1788,3
+546121384.0ns,0,Add Reactive,00:00:00:00:00:28,00:00:00:00:00:1d,5518,3
+547183638.0ns,47,Add Reactive,00:00:00:00:00:24,00:00:00:00:00:3c,3650,2
+548098034.0ns,14,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1b,2675,3
+548244913.0ns,31,Add Reactive,00:00:00:00:00:0b,00:00:00:00:00:21,253,3
+549158571.0ns,4,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:0f,3562,3
+549345486.0ns,28,Add Reactive,00:00:00:00:00:0b,00:00:00:00:00:20,1160,3
+550219186.0ns,5,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:05,4461,3
+550465981.0ns,0,Add Reactive,00:00:00:00:00:0b,00:00:00:00:00:1d,2047,3
+551279653.0ns,7,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:06,3711,2
+552380319.0ns,9,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:08,4681,2
+552381595.0ns,32,Add Reactive,00:00:00:00:00:3c,00:00:00:00:00:3c,65,3
+554356017.0ns,7,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:06,2918,2
+555417397.0ns,59,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:2e,3776,2
+556477974.0ns,32,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:3c,3841,2
+556478712.0ns,31,Add Reactive,00:00:00:00:00:24,00:00:00:00:00:30,3724,2
+557539622.0ns,31,Add Reactive,00:00:00:00:00:3c,00:00:00:00:00:21,182,3
+557541468.0ns,9,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:08,3888,2
+558622597.0ns,59,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2e,3021,2
+558623647.0ns,28,Add Reactive,00:00:00:00:00:24,00:00:00:00:00:20,4631,2
+559685548.0ns,32,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:3c,3086,2
+560746003.0ns,31,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:21,3958,2
+560747370.0ns,45,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:0a,2955,2
+561827851.0ns,59,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:2e,3033,2
+561829551.0ns,0,Add Reactive,00:00:00:00:00:24,00:00:00:00:00:1d,5518,2
+562912597.0ns,45,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:0a,3842,2
+563973078.0ns,59,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2e,3920,2
+565035324.0ns,7,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:06,3805,2
+566097266.0ns,32,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:3c,3098,2
+567159088.0ns,45,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:0a,3016,2
+568220886.0ns,7,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:06,4598,3
+570358006.0ns,13,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1c,3948,2
+570358006.0ns,13,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1c,61,2
+570358006.0ns,13,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:1c,3948,2
+571104685.0ns,27,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:0e,60,2
+571105954.0ns,31,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:21,3203,2
+572167805.0ns,32,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:3c,3985,2
+572168710.0ns,9,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:08,4775,2
+574140832.0ns,45,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:0a,3913,2
+575202397.0ns,9,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:08,5568,3
+575202616.0ns,28,Add Reactive,00:00:00:00:00:3c,00:00:00:00:00:20,1089,3
+576304300.0ns,31,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:21,3215,2
+576304398.0ns,19,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:1c,134,2
+578260868.0ns,45,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:0a,4814,2
+578262243.0ns,0,Add Reactive,00:00:00:00:00:3c,00:00:00:00:00:1d,1976,3
+579324800.0ns,59,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:2e,3849,2
+579325072.0ns,15,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:14,248,2
+580387640.0ns,31,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:21,4102,2
+580388228.0ns,45,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:0a,4021,2
+581488413.0ns,28,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:20,4865,2
+582550859.0ns,53,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:10,1135,2
+583635806.0ns,59,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:2e,4736,2
+584697625.0ns,0,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:1d,5752,2
+585594424.0ns,3,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:02,9061,2
+585594424.0ns,3,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:02,915,2
+585594424.0ns,3,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:02,9061,2
+585594637.0ns,8,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:02,9033,2
+585594637.0ns,8,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:02,887,2
+585594637.0ns,8,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:02,9033,2
+585594670.0ns,6,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:02,9033,2
+585594670.0ns,6,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:02,887,2
+585594670.0ns,6,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:02,9033,2
+586341327.0ns,1,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:09,139,2
+586342198.0ns,59,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:2e,3910,2
+586343141.0ns,28,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:20,4110,2
+587404893.0ns,33,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:36,1188,2
+587445202.0ns,1,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:04,887,3
+588465320.0ns,49,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:22,1303,2
+588525709.0ns,2,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:02,1028,2
+589545999.0ns,50,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:32,2288,2
+589547011.0ns,0,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:1d,4997,2
+590648094.0ns,28,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:33,3175,2
+591541407.0ns,5,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:03,1915,2
+592603851.0ns,1,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:07,920,4
+595489576.0ns,28,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:20,4122,2
+596550071.0ns,0,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:1d,4062,2
+597334603.0ns,2,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:02,1776,3
+598103408.0ns,0,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:1d,5009,2
+598395223.0ns,5,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:03,2663,3
+599455690.0ns,7,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:06,2052,2
+599457579.0ns,32,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:3c,3914,2
+600518034.0ns,31,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:21,4031,2
+600520269.0ns,2,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:02,1809,4
+601642913.0ns,7,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:06,2800,3
+602703579.0ns,9,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:08,3022,2
+602704293.0ns,59,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:2e,4807,2
+602705576.0ns,28,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:20,5009,2
+603827965.0ns,0,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:1d,5896,2
+603828414.0ns,45,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:0a,4908,2
